Alaska,Alabama,Arkansas,Arizona,California,Colorado,Connecticut,DC,Delaware,Florida,Georgia,Guam,Hawaii,Iowa,Idaho,Illinois,Indiana,Kansas,Kentucky,Louisiana,Maine,Massachusetts,Maryland,Maine,Michigan,Missouri,Mississippi,Montana,North Carolina,North Dakota,Nebraska,New Hampshire,New Jersey,New Mexico,Nevada,New York,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Virginia,Vermont,Washington,Wisconsin,West Virginia,Wyoming
7.8704623614826135,7.774323139438012,8.58024995159104,6.923072702020488,8.091259322054587,7.287359971084502,5.971987276626853,12.250152697658637,5.381790211236653,7.698836208749642,7.427039770152518,9.476561677025176,7.202727378363573,6.078025009759157,6.586070095364759,6.140325291744971,5.813857334668912,6.368919859350964,7.4359729361038704,7.175989872145027,7.239266891772394,6.580351542353744,7.697836549992805,5.915545395676157,7.03324850676628,6.825506943591004,7.647483788473833,7.733838883615728,8.106176119418414,6.566285954524752,7.948333368740839,6.244575317131853,5.163375993494487,8.664601603460842,8.18716149871375,7.1172779480879225,5.973105347802916,8.541456661853799,7.899806335762308,5.715503830301603,17.24032302671608,7.4154189688242536,8.161531921008827,8.92758168841307,7.746824837444781,8.170382901301409,6.994784763823358,6.8237969730867265,6.5296869754951326,6.487335828626809,6.5675241355683225,9.189181034222644,8.40984790721939
