FY_15_COMP_OVER_TOTAL,FY_15_ED_OVER_TOTAL,FY_15_IN_OVER_TOTAL,FY_15_MED_OVER_TOTAL
0.4843844726984286,0.08569791433029075,0.010894473816341857,0.4190231391549388
