Alaska,Alabama,Arkansas,Arizona,California,Colorado,Connecticut,DC,Delaware,Florida,Georgia,Guam,Hawaii,Iowa,Idaho,Illinois,Indiana,Kansas,Kentucky,Louisiana,Maine,Massachusetts,Maryland,Maine,Michigan,Missouri,Mississippi,Montana,North Carolina,North Dakota,Nebraska,New Hampshire,New Jersey,New Mexico,Nevada,New York,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Virginia,Vermont,Washington,Wisconsin,West Virginia,Wyoming
7.4384647873891305,7.618587682354249,8.452790904787502,6.547179099822249,7.543636137771609,6.7517827285243825,5.418695529940962,11.868331936295055,5.049450056978962,7.234607377547599,7.026697410749626,9.37607108854332,6.817374201492476,5.731864194599728,6.184629328902149,5.794380348543117,5.493219367476899,6.0257226295850925,7.18419898426795,6.827615138802647,6.7353991342173725,6.074586190669816,7.393110332143924,5.593373416212456,6.677788643610032,6.48521480906086,7.216648743812078,7.259869939586135,7.545277541224743,6.211795452565554,7.60365475152572,5.844694703501672,4.893386026013315,8.309896926449326,7.529590794072631,6.689894095745337,5.693178500163304,8.320246703656416,7.502632435953105,5.411772723836054,16.336872586872587,7.017661117750048,7.694662247278196,8.39566847147022,7.2868862819449385,7.792902718252244,6.394980193647466,6.612833829032439,5.966956092341879,6.141348159364371,6.241632686604322,8.947739834483583,7.606924438722137
