Alaska,Alabama,Arkansas,Arizona,California,Colorado,Connecticut,DC,Delaware,Florida,Georgia,Guam,Hawaii,Iowa,Idaho,Illinois,Indiana,Kansas,Kentucky,Louisiana,Maine,Massachusetts,Maryland,Maine,Michigan,Missouri,Mississippi,Montana,North Carolina,North Dakota,Nebraska,New Hampshire,New Jersey,New Mexico,Nevada,New York,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Virginia,Vermont,Washington,Wisconsin,West Virginia,Wyoming
8.942559471623122,9.064776688846615,9.658490214021091,7.423995728570041,8.760016781801427,7.7526176597582035,6.41369574180484,12.801745679794461,5.97565597067183,8.015025215126768,8.59230368842965,10.793315211919863,8.4853201586627,6.47731258479123,7.3213171999350335,6.779102821131513,6.719185625652505,7.276496759644881,8.487582814695845,8.432744203526427,8.033596326619223,7.30223839453082,8.575174256306623,6.46663575939014,7.64507561610377,7.582818560232891,8.854764475254276,8.32097816556069,9.195710015887817,6.964702265434353,8.307797568475898,6.709412776662751,5.9607259944336475,9.54662732237727,8.785099731526694,7.632892801058963,6.572832981901799,10.059858073537772,8.636358363435406,6.26103391219706,19.38516966599656,7.9718955246677865,8.941309277431749,9.384547675777396,8.693081321125966,9.23639439997391,7.845339294643645,7.864229131420706,7.357367125206117,7.122169993254655,7.221821919348191,10.618034670942611,8.608758847320527
